fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
307bccae-9439-4e6e-afc7-6513ebe99194,grape_varieties,canada,The Canadian trend towards increased cultivation of Vitis vinifera (European) grape varieties in the 1990s expanded the palette of varieties available to be bitten by frost.,True,True,0.85,Why did increased cultivation of Vitis vinifera grape varieties in Canada during the 1990s create a problem for Canadian winemakers?,Because Vitis vinifera varieties are more susceptible to frost damage than the cold-hardy varieties previously grown in Canada.,"A strong LLM would know from general training that Vitis vinifera is frost-sensitive compared to hybrid and native North American varieties, and that Canada's cold climate is a major viticultural challenge, making this inference straightforward without the specific fact.",2139,298,167,
33801339-06ac-4b57-857d-f47917d35130,wine_regions,italian_appellations,"Gattinara DOCG wines must be aged for a minimum of 35 months, including 24 months in wood.",True,False,0.15,"How long must Gattinara DOCG wines be aged in total, and how much of that time must be spent in wood?","35 months total, with a minimum of 24 months in wood",These specific aging requirements are regulatory minutiae that would not be retained in general LLM training and require knowledge of Italian DOCG specifications.,1664,290,131,
3510815b-361a-44f2-b472-c0312bf0750f,wine_regions,australia,Langhorne Creek wine region is a wine region in South Australia that is located on the plains southeast of the town of Strathalbyn along the lower reaches of the Bremer.,True,False,0.15,Where is Langhorne Creek wine region located in relation to Strathalbyn and the Bremer River?,On the plains southeast of Strathalbyn along the lower reaches of the Bremer River in South Australia,"While Langhorne Creek is a known Australian wine region, the specific geographic details about its location relative to Strathalbyn and the Bremer River are local/niche knowledge unlikely to be reliably retained in general LLM training data.",1501,301,159,
3349288e-7686-49c0-a3f9-69d856325cae,winemaking,,"Dehydrated grapes were then fermented to obtain passito wines (Sweet RT, Sweet CR) or ethanol was added to the must to produce fortified wines (Fortified RT, Fortified CR).",True,True,0.92,What are the two main methods used to produce passito wines and fortified wines respectively?,"Passito wines are produced by fermenting dehydrated grapes, while fortified wines are produced by adding ethanol to the must.",The distinction between passito (dried-grape fermentation) and fortified wine (spirit addition) production methods is well-established wine knowledge that any strong LLM would reliably know from general training.,2206,308,146,
34df28a1-76c9-4744-94a5-8d76b111484b,winemaking,us_labeling,US dessert wine is grape wine with an alcohol content in excess of 14% but not exceeding 24% by volume.,True,False,0.15,What is the alcohol content range for US dessert wine?,Between 14% and 24% by volume,This is a specific regulatory definition that varies by country and would require memorization of US wine law rather than general wine knowledge; most LLMs would likely guess or conflate it with fortified wine ranges (typically 15-20%).,1937,288,129,
362c945d-38db-4166-adf8-138d6d89758e,viticulture,canopy_management,"Canopy manipulation increased lighting conditions in the canopy and caused a significant presence of damaged fruits, especially in LR.",True,False,0.15,What is a known negative consequence of canopy manipulation in vineyards?,"Increased fruit damage, particularly in low-vigor or late-ripening areas","This fact reports specific experimental results (the correlation between canopy manipulation, lighting, and fruit damage in 'LR' zones) that would not be reliably known from general training data without exposure to this particular study or similar niche viticulture research.",1980,286,142,
3567bb01-8cb2-47e2-87bc-fc9dbbb68390,grape_varieties,england,"English wine many parts of Hampshire, Sussex, Kent, Essex, Suffolk, Berkshire, Nottinghamshire and Cambridgeshire dry and hot enough to grow grapes of high quality.",True,True,0.75,Which English counties are known for producing high-quality wine grapes?,"Hampshire, Sussex, Kent, Essex, Suffolk, Berkshire, Nottinghamshire, and Cambridgeshire","English wine regions and their locations are reasonably well-documented in general knowledge, though the specific enumeration of all eight counties together is somewhat specialized and a strong LLM might miss one or two counties or include others like Surrey or Dorset.",2165,302,148,
3830f36e-e2b5-49aa-9625-417406fd5d55,grape_varieties,australia_nz,"== Viticulture ==

The Grenache vine is characterized by its strong wood canopy and upright growth.",True,False,0.25,Which of the following best describes the growth characteristics of the Grenache vine?,Strong wood canopy and upright growth,"While Grenache is a well-known grape, the specific morphological traits of its canopy structure and growth habit are technical viticulture details that most LLMs would not reliably know without specialized training data.",1566,286,127,
37698fc4-e1fa-4fef-ad56-b3e6635cc43b,viticulture,south_america,The phylloxera louse is present in Argentina but is a particular weak biotype that does not survive long in the soil.,True,False,0.15,Why is phylloxera less of a concern for Argentine vineyards compared to many other wine regions?,The phylloxera louse present in Argentina is a weak biotype that does not survive long in the soil.,"While general knowledge about phylloxera's historical impact on viticulture is common, the specific claim about Argentina harboring a weak, non-persistent biotype is a niche detail unlikely to be reliably known by most LLMs without explicit training on Argentine viticulture specifics.",1923,288,163,
3920d13c-8b35-43ed-9a54-a62e7000bee6,wine_regions,us_avas,The Manton Valley AVA was established in 2014 in California.,True,False,0.92,In what year was the Manton Valley AVA established?,2014,"The establishment year of a specific, relatively obscure AVA is niche regulatory data that would not be part of general wine knowledge and requires memorization of this particular fact.",1611,278,108,
39ace74c-c8f0-4a83-98fc-0a28e8ed1d32,winemaking,aging,Franciacorta Satèn DOCG requires a minimum of 24 months aging on the lees.,True,False,0.15,What is the minimum aging requirement on the lees for Franciacorta Satèn DOCG?,24 months,This is a specific regulatory requirement for a niche Italian sparkling wine designation that would require memorization of precise DOCG rules rather than general wine knowledge.,1504,287,117,
39b97c1b-bb25-4cbf-a2a0-e46482174e1e,wine_regions,appellations,Chablis Grand Cru AOC permits Chardonnay for white wine production.,True,True,0.95,What grape variety is permitted for white wine production in Chablis Grand Cru AOC?,Chardonnay,"The pairing of Chardonnay with Chablis is one of the most famous and foundational wine facts taught in basic wine education, making this widely-known world knowledge rather than regulatory minutiae.",1725,282,128,
394ed552-3df4-44bb-bf97-34769ab8822d,wine_regions,hungary,"The resulting wine has a concentration and intensity of flavor that is unequaled, but is so sweet that it can only be drunk in small quantities.",True,True,0.92,What characteristic of dessert wines like Tokaji or Sauternes makes them typically consumed in small quantities rather than as full glasses?,Their high sweetness and intense flavor concentration,The relationship between dessert wine sweetness and small-pour consumption is well-established general wine knowledge that any strong LLM would reliably know from training data.,2235,291,128,
