uuid,qid,difficulty,stem,options,gold,haiku_selected,haiku_confidence,haiku_correct,haiku_reasoning,sonnet_selected,sonnet_confidence,sonnet_correct,sonnet_reasoning,b2_severity
de4c2636-bc8f-4dbf-9ec1-0c76e83a45c3,WB-PRD-0212-L2,2,"A lightly sparkling rosé with a touch of residual sugar, bottled in a distinctive flask-shaped container, hails from which country?","A. Italy
B. Portugal
C. Spain
D. France",B,B,0.72,True,"The description of a lightly sparkling rosé with residual sugar in a distinctive flask-shaped bottle most closely matches Mateus Rosé from Portugal, which is iconic for its unique curved bottle design and semi-sparkling character.",B,0.85,True,"Mateus Rosé from Portugal is a famous lightly sparkling (pétillant) rosé with slight residual sugar, iconic for its distinctive flat flask-shaped bottle.",pass
dec17551-378a-4d18-8657-b157f694b663,WB-GRP-0254-L2,2,"Which of these American Viticultural Areas allows the use of a late-ripening red grape variety known for deep color and tannic structure, rather than a widely planted white variety associated with cool-climate vineyards?","A. San Bernabe AVA
B. Malibu-Newton Canyon AVA
C. Clarksburg AVA
D. Santa Maria Valley AVA",B,A,0.45,False,San Bernabe AVA in Monterey County is known for Cabernet Sauvignon and other red varieties rather than the cool-climate white varieties (like Pinot Noir/Chardonnay) more typical of other California coastal AVAs listed.,B,0.45,True,"Malibu-Newton Canyon AVA is known for Cabernet Sauvignon (a late-ripening, deeply colored, tannic red variety) rather than a cool-climate white variety, while Clarksburg is famous for Chenin Blanc, Santa Maria Valley for Chardonnay/Pinot Noir, and San Bernabe is a large mixed-variety AVA — making Malibu-Newton Canyon the best fit for a red-focused AVA contrasted against cool-climate white variety associations.",pass
dfcf5532-9317-4400-afda-4c8eb13569fe,WB-GRP-0252-L2,2,Two California AVAs each sanction a different red grape in their approved plantings: one allows Petite Syrah while the other allows Cabernet Franc. Which pairing correctly matches each AVA to the grape it permits?,"A. Calistoga AVA — Cabernet Franc; Malibu-Newton Canyon AVA — Petite Syrah
B. Calistoga AVA — Petite Syrah; Malibu-Newton Canyon AVA — Cabernet Franc
C. Calistoga AVA — Petite Syrah; Malibu-Newton Canyon AVA — Petite Syrah
D. Calistoga AVA — Cabernet Franc; Malibu-Newton Canyon AVA — Cabernet Franc",B,B,0.35,True,"Calistoga in Napa Valley has historical associations with Petite Syrah production, and Malibu-Newton Canyon is a smaller coastal AVA where Cabernet Franc could be permitted, but this is a low-confidence guess based on limited specific knowledge of these AVA regulations.",B,0.35,True,"Calistoga AVA is known for its Cabernet Sauvignon-focused regulations with some Rhône varieties like Petite Sirah permitted, while Malibu-Newton Canyon AVA is associated with Bordeaux varieties including Cabernet Franc, making B the most plausible pairing, though I have low confidence in the specific approved variety lists for these AVAs.",warn
452ab28d-5083-4498-80f9-3daeb09245cc,WB-PRD-0217-L2,2,A Bordeaux estate known for making sweet white wine was listed as Premier Cru Classé in the 1855 classification and is located within which appellation of Gironde?,"A. Pessac-Léognan
B. Médoc
C. Saint-Émilion
D. Sauternes",D,D,0.95,True,"The 1855 classification included Premier Cru Classé estates for sweet white wines exclusively in Sauternes, which is the only appellation among the options known for sweet white wine production and classified in 1855.",D,0.99,True,"The 1855 classification for sweet white wines classified estates in Sauternes (and Barsac), with Château d'Yquem as the sole Premier Cru Supérieur, and other estates like Château La Tour Blanche, Château Climens, etc. as Premiers Crus Classés, all located in the Sauternes appellation of Gironde.",fail
9e45211c-74d1-4f4f-8fbd-d391178d9307,WB-PRD-0216-L2,2,"A Salta producer established two vineyard sites at about 2,250 meters and 3,000 meters above sea level. Which winery fits those elevations?","A. Trapiche
B. Catena Zapata
C. Bodega Norton
D. Bodega Colomé",D,D,0.72,True,"Bodega Colomé is known for operating high-altitude vineyard sites in Salta, Argentina, including properties at extreme elevations that match the 2,250-3,000 meter range described.",D,0.75,True,"Bodega Colomé is located in Salta's Calchaquí Valleys and is famous for having some of the world's highest vineyards, including their Altura Máxima vineyard at around 3,111 meters and their estate vineyards at lower elevations around 2,200-2,300 meters, matching the described elevations.",fail
33868118-b914-46c8-aa9d-086757bde651,WB-REG-0197-L2,2,"Which wine-producing area in South Australia is positioned on flat terrain southeast of Strathalbyn, adjacent to the final stretches of the Bremer River?","A. Langhorne Creek
B. Currency Creek
C. McLaren Vale
D. Southern Fleurieu",A,A,0.75,True,"Langhorne Creek is a well-known South Australian wine region positioned on flat terrain southeast of Strathalbyn near the Bremer River, matching the geographic description provided.",A,0.85,True,"Langhorne Creek is a flat, low-lying wine region in South Australia situated southeast of Strathalbyn near the lower reaches of the Bremer River, which historically flooded the vineyards there.",fail
239d19b8-5919-411e-a722-64556ba707cf,WB-VIT-0185-L2,2,In which part of Mendocino County is the proposed viticultural area known as 'Redwood Valley' located?,"A. Northern Mendocino County
B. Eastern Mendocino County
C. Central Mendocino County
D. Southern Mendocino County",C,A,0.72,False,"Redwood Valley is located in the northern portion of Mendocino County, known for its cooler climate and redwood forests that give the valley its name.",A,0.72,False,"Redwood Valley AVA is located in the northern part of Mendocino County, situated north of Ukiah in the upper reaches of the Russian River watershed.",pass
6f97b054-8cb4-42f4-b602-4e3a801ae5b2,WB-BIZ-0174-L2,2,"Although it is a French phrase, ""Vin de glace"" does not exist as an official category in France, but it is formally integrated into the national wine classification of which country?","A. Monaco
B. Belgium
C. Switzerland
D. Luxembourg",D,C,0.75,False,"Switzerland has a formal wine classification system that includes 'vin de glace' (ice wine) as an official category, reflecting its Alpine climate and wine production traditions.",C,0.72,False,"Switzerland, as a French-speaking wine-producing country, has formally integrated 'Vin de glace' (ice wine made from frozen grapes) into its national wine classification system, particularly in cantons like Valais.",pass
30451a8d-177c-462d-9640-d7aeeb48937a,WB-BIZ-0173-L2,2,"Encompassing roughly 955,000 hectares of planted vines, which country contains the most extensive total viticultural surface on earth?","A. Italy
B. France
C. China
D. Spain",D,D,0.85,True,"Spain has the largest vineyard area in the world at approximately 955,000 hectares, though France and Italy produce more wine by volume due to higher yields and wine quality focus.",D,0.85,True,"Spain has long held the title of the world's largest vineyard area by surface, with approximately 955,000–970,000 hectares of planted vines, surpassing France, Italy, and China in total viticultural surface even though it produces less wine by volume than France and Italy.",fail
871b097e-e14d-47fb-b656-1cea39fba524,WB-VIT-0217-L2,2,"Which entity is identified by this clue set: it is described through a local growing environment shaped by sun-exposed southern hillsides and the nearby influence of two rivers, rather than by an 18th-century vineyard ranking system tied to soil, light exposure, and suitability for botrytis?","A. Tokaj wine region
B. Tokaji
C. Tokaji
D. Tokaj wine region","A,D",A,0.45,True,"The clue describes a wine region defined by terroir (sun-exposed hillsides, river influence) rather than an 18th-century ranking system, which matches Tokaj as a geographic region, though options A and D appear identical making this question ambiguous.",A,0.55,True,"The clue describes a wine region defined by its physical geography (sun-exposed southern hillsides, two rivers — the Bodrog and Tisza), which points to the Tokaj wine region as a geographic entity, rather than Tokaji (the wine/classification system), which is associated with the historic 18th-century vineyard classification tied to soil quality, light exposure, and botrytis susceptibility.",warn
3bf49a22-b82d-4239-a490-2bf37806ea61,WB-WMK-0201-L2,2,Which Italian appellation requires wines to have a residual sugar content between 12 and 17 grams per liter for its Extra Dry style?,"A. Asti DOCG
B. Chianti Classico Riserva
C. Barbera d'Asti DOCG
D. Prosecco DOC",D,D,0.85,True,"Prosecco DOC is a sparkling wine with defined residual sugar categories including Extra Dry (12-17 g/L), whereas Asti is typically sweeter, Chianti Classico is dry red wine, and Barbera d'Asti is a still red wine.",D,0.92,True,"Prosecco DOC defines its Extra Dry style with a residual sugar range of 12–17 g/L, which is a well-known specification of that appellation's sweetness categories.",warn
de62825e-ac6c-4a3c-862a-14c785ae4c1c,WB-WMK-0203-L2,2,Which German wine category allows chaptalization but requires the wine to be fermented dry if chaptalized?,"A. Prädikatswein
B. German wine classification
C. Tafelwein
D. QbA",D,D,0.72,True,"QbA (Qualitätswein bestimmter Anbaugebiete) is the German category that permits chaptalization but requires dry fermentation when chaptalized, distinguishing it from higher Prädikatswein categories which prohibit chaptalization.",D,0.7,True,"QbA (Qualitätswein bestimmter Anbaugebiete) is the German quality wine category that permits chaptalization (adding sugar before fermentation to increase alcohol), whereas Prädikatswein explicitly prohibits chaptalization, making QbA the category associated with this practice.",warn
872255fe-daa7-464c-935b-62d57a38a59b,WB-VIT-0216-L2,2,"One of these two regions is identified by a maritime Mediterranean profile and is noted as the coolest winegrowing area in its state, with a bit less rain than Margaret River. The other is associated instead with vineyard limits caused by spring frost farther west, which helped shift development toward its northern sector. Which region matches the cooler maritime description?","A. Hunter Valley, as the coolest maritime-influenced area with slightly lower rainfall than Margaret River
B. Great Southern, as the region whose western plantings were constrained by spring frost
C. Hunter Valley
D. Great Southern",D,D,0.72,True,"Great Southern in Western Australia is known for its cool maritime Mediterranean climate and is the coolest winegrowing region in WA with lower rainfall than Margaret River, while Hunter Valley in NSW has different characteristics and spring frost issues are more associated with Great Southern's western plantings.",D,0.72,True,"Great Southern in Western Australia is known as a cool maritime Mediterranean climate region and is generally considered the coolest wine region in WA, while Hunter Valley in New South Wales is a warm, humid region not characterized as the coolest maritime area in its state, making Great Southern the better match for the cooler maritime description.",warn
